OrderNumber,SalesChannel,Salesteamindex,Orderqty,unitprice,unitcost,SalesPrice,CostPrice,Profit,SalesTeam,Region,ProductCategory,ProductName,state
SO225,Distributor,19,9,522.1,372.93,4698.9,3356.37,1342.53,Nicholas Cunningham,South,Collections,Vanities,California
SO226,Wholesale,6,9,469.64,335.45,4226.76,3019.05,1207.71,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO227,In-Store,20,1,584.67,417.62,584.67,417.62,167.05,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO228,Wholesale,11,10,585.81,418.43,5858.1,4184.3,1673.8,Joshua Little,South,Decoratives,Ornaments,Arizona
SO229,In-Store,8,5,389.11,277.94,1945.55,1389.7,555.85,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO230,Wholesale,26,4,525.75,375.54,2103,1502.16,600.84,Donald Reynolds,South,Lighting,Candles,California
SO231,In-Store,7,7,568.13,405.8,3976.91,2840.6,1136.31,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO232,In-Store,26,9,305.32,218.09,2747.88,1962.81,785.07,Donald Reynolds,South,Lighting,Candles,California
SO233,Wholesale,21,10,342.21,244.43,3422.1,2444.3,977.8,Samuel Fowler,Midwest,Decoratives,Floral,California
SO234,Online,7,8,450.83,322.02,3606.64,2576.16,1030.48,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO235,Online,10,5,563.06,402.19,2815.3,2010.95,804.35,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO236,In-Store,25,8,634.24,453.03,5073.92,3624.24,1449.68,Patrick Graham,South,Electronics,TV and video,California
SO237,In-Store,5,5,543.48,388.2,2717.4,1941,776.4,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO238,In-Store,11,6,416.14,297.24,2496.84,1783.44,713.4,Joshua Little,South,Decoratives,Ornaments,Arizona
SO239,In-Store,5,8,587.99,419.99,4703.92,3359.92,1344,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO240,Distributor,24,9,421.14,300.81,3790.26,2707.29,1082.97,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO241,Distributor,9,5,220.05,157.18,1100.25,785.9,314.35,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO242,Distributor,3,2,391.88,279.91,783.76,559.82,223.94,Jerry Green,West,Lighting,Table Lamps,Alabama
SO243,In-Store,20,6,262.65,187.6,1575.9,1125.6,450.3,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO244,Online,14,10,211.8,151.29,2118,1512.9,605.1,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO245,Distributor,20,1,521.35,372.39,521.35,372.39,148.96,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO246,Wholesale,7,6,593.34,423.81,3560.04,2542.86,1017.18,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO247,Online,10,9,475.45,339.61,4279.05,3056.49,1222.56,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO248,Wholesale,18,5,253.1,180.79,1265.5,903.95,361.55,Shawn Wallace,South,Sports,Basketball,California
SO249,Distributor,12,9,487.6,348.29,4388.4,3134.61,1253.79,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO250,In-Store,4,5,549.4,392.43,2747,1962.15,784.85,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO251,Distributor,7,8,166.07,118.62,1328.56,948.96,379.6,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO252,Distributor,16,6,626.04,447.17,3756.24,2683.02,1073.22,Anthony Berry,West,Drinkware,Stemware,California
SO253,In-Store,3,10,157.61,112.58,1576.1,1125.8,450.3,Jerry Green,West,Lighting,Table Lamps,Alabama
SO254,Online,22,8,300.21,214.44,2401.68,1715.52,686.16,Joe Price,Northeast,Drinkware,Wine Storage,California
SO255,Online,7,7,247.39,176.71,1731.73,1236.97,494.76,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO256,Online,15,6,502.08,358.63,3012.48,2151.78,860.7,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO257,Wholesale,19,6,294.77,210.55,1768.62,1263.3,505.32,Nicholas Cunningham,South,Collections,Vanities,California
SO258,Wholesale,22,10,217.15,155.11,2171.5,1551.1,620.4,Joe Price,Northeast,Drinkware,Wine Storage,California
SO259,Distributor,26,5,638.58,456.13,3192.9,2280.65,912.25,Donald Reynolds,South,Lighting,Candles,California
SO260,Online,12,1,530.74,379.1,530.74,379.1,151.64,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO261,Distributor,4,8,234.33,167.38,1874.64,1339.04,535.6,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO262,Online,24,6,447.03,319.3,2682.18,1915.8,766.38,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO263,Online,6,6,429.52,306.8,2577.12,1840.8,736.32,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO264,Online,22,7,342.44,244.6,2397.08,1712.2,684.88,Joe Price,Northeast,Drinkware,Wine Storage,California
SO265,Wholesale,1,2,364.92,260.65,729.84,521.3,208.54,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO266,In-Store,7,8,481.53,343.95,3852.24,2751.6,1100.64,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO267,Distributor,9,3,174.47,124.62,523.41,373.86,149.55,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO268,Online,9,4,184.5,131.79,738,527.16,210.84,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO269,In-Store,5,5,226.29,161.64,1131.45,808.2,323.25,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO270,In-Store,24,7,354.94,253.53,2484.58,1774.71,709.87,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO271,In-Store,6,8,302.88,216.34,2423.04,1730.72,692.32,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO272,Online,3,1,177.57,126.84,177.57,126.84,50.73,Jerry Green,West,Lighting,Table Lamps,Alabama
SO273,Wholesale,21,8,239.37,170.98,1914.96,1367.84,547.12,Samuel Fowler,Midwest,Decoratives,Floral,California
SO274,Distributor,12,8,464.07,331.48,3712.56,2651.84,1060.72,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO275,Online,10,4,156.63,111.88,626.52,447.52,179,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO276,Wholesale,12,1,198.14,141.53,198.14,141.53,56.61,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO277,In-Store,12,1,555.48,396.77,555.48,396.77,158.71,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO278,Online,20,8,511.49,365.35,4091.92,2922.8,1169.12,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO279,Online,6,4,158.33,113.09,633.32,452.36,180.96,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO280,Online,2,7,387.4,276.71,2711.8,1936.97,774.83,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO281,Distributor,18,7,531.9,379.93,3723.3,2659.51,1063.79,Shawn Wallace,South,Sports,Basketball,California
SO282,In-Store,6,7,577.96,412.83,4045.72,2889.81,1155.91,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO283,Distributor,15,5,598.03,427.16,2990.15,2135.8,854.35,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO284,Wholesale,2,8,282.28,201.63,2258.24,1613.04,645.2,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO285,Distributor,15,8,336.59,240.42,2692.72,1923.36,769.36,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO286,Wholesale,3,5,316.13,225.8,1580.65,1129,451.65,Jerry Green,West,Lighting,Table Lamps,Alabama
SO287,Distributor,18,2,545.06,389.33,1090.12,778.66,311.46,Shawn Wallace,South,Sports,Basketball,California
SO288,Online,20,10,576.83,412.02,5768.3,4120.2,1648.1,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO289,Distributor,23,7,173.24,123.74,1212.68,866.18,346.5,Douglas Tucker,Midwest,Accessories,Accessories,California
SO290,In-Store,7,3,273.51,195.36,820.53,586.08,234.45,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO291,Wholesale,2,8,392.2,280.15,3137.6,2241.2,896.4,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO292,Distributor,5,10,499.78,356.98,4997.8,3569.8,1428,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO293,Online,26,9,633.51,452.5,5701.59,4072.5,1629.09,Donald Reynolds,South,Lighting,Candles,California
SO294,In-Store,25,8,334.67,239.05,2677.36,1912.4,764.96,Patrick Graham,South,Electronics,TV and video,California
SO295,In-Store,2,8,517.08,369.35,4136.64,2954.8,1181.84,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO296,Online,7,7,327.32,233.8,2291.24,1636.6,654.64,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO297,Wholesale,20,1,168.56,120.4,168.56,120.4,48.16,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO298,In-Store,26,8,292.68,209.05,2341.44,1672.4,669.04,Donald Reynolds,South,Lighting,Candles,California
SO299,Distributor,8,1,569.78,406.99,569.78,406.99,162.79,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO300,Wholesale,26,4,514.27,367.34,2057.08,1469.36,587.72,Donald Reynolds,South,Lighting,Candles,California
SO301,Wholesale,18,8,200.82,143.45,1606.56,1147.6,458.96,Shawn Wallace,South,Sports,Basketball,California
SO302,Online,4,4,545.83,389.88,2183.32,1559.52,623.8,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO303,Wholesale,11,4,388.76,277.69,1555.04,1110.76,444.28,Joshua Little,South,Decoratives,Ornaments,Arizona
SO304,Wholesale,1,5,449.32,320.94,2246.6,1604.7,641.9,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO305,Distributor,10,4,341,243.57,1364,974.28,389.72,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO306,Wholesale,20,6,414.57,296.12,2487.42,1776.72,710.7,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO307,Wholesale,11,6,540.97,386.41,3245.82,2318.46,927.36,Joshua Little,South,Decoratives,Ornaments,Arizona
SO308,Online,11,3,341.66,244.04,1024.98,732.12,292.86,Joshua Little,South,Decoratives,Ornaments,Arizona
SO309,In-Store,10,1,243.34,173.81,243.34,173.81,69.53,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO310,Wholesale,21,4,591.72,422.66,2366.88,1690.64,676.24,Samuel Fowler,Midwest,Decoratives,Floral,California
SO311,Wholesale,20,1,482.26,344.47,482.26,344.47,137.79,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO312,Distributor,14,5,226.79,161.99,1133.95,809.95,324,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO313,Online,23,6,584.15,417.25,3504.9,2503.5,1001.4,Douglas Tucker,Midwest,Accessories,Accessories,California
SO314,In-Store,18,7,206.92,147.8,1448.44,1034.6,413.84,Shawn Wallace,South,Sports,Basketball,California
SO315,In-Store,25,1,350.03,250.02,350.03,250.02,100.01,Patrick Graham,South,Electronics,TV and video,California
SO316,In-Store,14,1,600.61,429.01,600.61,429.01,171.6,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO317,Distributor,6,6,157.56,112.54,945.36,675.24,270.12,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO318,Online,25,8,529.34,378.1,4234.72,3024.8,1209.92,Patrick Graham,South,Electronics,TV and video,California
SO319,In-Store,15,8,376.09,268.64,3008.72,2149.12,859.6,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO320,Online,18,8,172.73,123.38,1381.84,987.04,394.8,Shawn Wallace,South,Sports,Basketball,California
SO321,Distributor,2,1,611.54,436.81,611.54,436.81,174.73,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO322,Wholesale,20,10,278.61,199.01,2786.1,1990.1,796,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO323,Online,4,10,424.83,303.45,4248.3,3034.5,1213.8,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO324,In-Store,5,3,258.06,184.33,774.18,552.99,221.19,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO325,Wholesale,9,1,287.18,205.13,287.18,205.13,82.05,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO326,Online,24,7,580.07,414.34,4060.49,2900.38,1160.11,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO327,Online,12,1,157.58,112.56,157.58,112.56,45.02,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO328,Wholesale,8,9,275.64,196.88,2480.76,1771.92,708.84,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO329,In-Store,24,6,207.17,147.98,1243.02,887.88,355.14,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO330,Online,19,2,526.18,375.84,1052.36,751.68,300.68,Nicholas Cunningham,South,Collections,Vanities,California
SO331,In-Store,11,10,324.3,231.64,3243,2316.4,926.6,Joshua Little,South,Decoratives,Ornaments,Arizona
SO332,Wholesale,11,2,386.7,276.22,773.4,552.44,220.96,Joshua Little,South,Decoratives,Ornaments,Arizona
SO333,Distributor,3,7,169.61,121.15,1187.27,848.05,339.22,Jerry Green,West,Lighting,Table Lamps,Alabama
SO334,Online,21,4,378.21,270.15,1512.84,1080.6,432.24,Samuel Fowler,Midwest,Decoratives,Floral,California
SO335,Online,13,3,172.4,123.14,517.2,369.42,147.78,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO336,Wholesale,18,4,250.03,178.59,1000.12,714.36,285.76,Shawn Wallace,South,Sports,Basketball,California
SO337,Distributor,25,3,477.98,341.42,1433.94,1024.26,409.68,Patrick Graham,South,Electronics,TV and video,California
SO338,Wholesale,8,10,384.26,274.47,3842.6,2744.7,1097.9,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO339,Distributor,2,4,491.95,351.39,1967.8,1405.56,562.24,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO340,Online,23,10,407.5,291.07,4075,2910.7,1164.3,Douglas Tucker,Midwest,Accessories,Accessories,California
SO341,Wholesale,25,5,289.46,206.76,1447.3,1033.8,413.5,Patrick Graham,South,Electronics,TV and video,California
SO342,Online,3,1,223.41,159.58,223.41,159.58,63.83,Jerry Green,West,Lighting,Table Lamps,Alabama
SO343,Online,18,7,273.02,195.02,1911.14,1365.14,546,Shawn Wallace,South,Sports,Basketball,California
SO344,In-Store,4,10,287.94,205.67,2879.4,2056.7,822.7,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO345,Online,25,6,597.38,426.7,3584.28,2560.2,1024.08,Patrick Graham,South,Electronics,TV and video,California
SO346,In-Store,21,6,579.18,413.7,3475.08,2482.2,992.88,Samuel Fowler,Midwest,Decoratives,Floral,California
SO347,Distributor,16,10,502.37,358.84,5023.7,3588.4,1435.3,Anthony Berry,West,Drinkware,Stemware,California
SO348,Wholesale,14,1,344.19,245.85,344.19,245.85,98.34,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO349,Online,14,8,325.04,232.17,2600.32,1857.36,742.96,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO350,Distributor,4,2,329.25,235.18,658.5,470.36,188.14,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO351,Online,18,10,570.28,407.34,5702.8,4073.4,1629.4,Shawn Wallace,South,Sports,Basketball,California
SO352,Wholesale,9,9,307.42,219.59,2766.78,1976.31,790.47,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO353,Distributor,7,7,560.71,400.51,3924.97,2803.57,1121.4,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO354,Online,17,4,373.38,266.7,1493.52,1066.8,426.72,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO355,In-Store,9,4,313.73,224.1,1254.92,896.4,358.52,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO356,Online,26,5,572.75,409.11,2863.75,2045.55,818.2,Donald Reynolds,South,Lighting,Candles,California
SO357,Online,13,9,400.87,286.34,3607.83,2577.06,1030.77,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO358,Distributor,14,2,572.66,409.04,1145.32,818.08,327.24,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO359,Online,2,10,180.8,129.15,1808,1291.5,516.5,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO360,Wholesale,26,3,203.04,145.03,609.12,435.09,174.03,Donald Reynolds,South,Lighting,Candles,California
SO361,In-Store,10,6,433.78,309.84,2602.68,1859.04,743.64,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO362,Distributor,21,3,320.93,229.24,962.79,687.72,275.07,Samuel Fowler,Midwest,Decoratives,Floral,California
SO363,Wholesale,22,1,518.28,370.2,518.28,370.2,148.08,Joe Price,Northeast,Drinkware,Wine Storage,California
SO364,In-Store,3,5,568.96,406.4,2844.8,2032,812.8,Jerry Green,West,Lighting,Table Lamps,Alabama
SO365,Wholesale,23,7,336.17,240.12,2353.19,1680.84,672.35,Douglas Tucker,Midwest,Accessories,Accessories,California
SO366,In-Store,19,4,243.5,173.93,974,695.72,278.28,Nicholas Cunningham,South,Collections,Vanities,California
SO367,Wholesale,1,2,483.58,345.41,967.16,690.82,276.34,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO368,Distributor,4,5,597.37,426.69,2986.85,2133.45,853.4,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO369,Distributor,12,3,603.34,430.96,1810.02,1292.88,517.14,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO370,Wholesale,9,3,514.07,367.19,1542.21,1101.57,440.64,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO371,Distributor,11,9,588.85,420.61,5299.65,3785.49,1514.16,Joshua Little,South,Decoratives,Ornaments,Arizona
SO372,In-Store,11,10,160.83,114.88,1608.3,1148.8,459.5,Joshua Little,South,Decoratives,Ornaments,Arizona
SO373,Wholesale,15,6,396.37,283.12,2378.22,1698.72,679.5,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO374,In-Store,13,7,298.99,213.56,2092.93,1494.92,598.01,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO375,Online,16,7,360.4,257.43,2522.8,1802.01,720.79,Anthony Berry,West,Drinkware,Stemware,California
SO376,Wholesale,24,3,586.51,418.93,1759.53,1256.79,502.74,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO377,In-Store,21,7,524.62,374.73,3672.34,2623.11,1049.23,Samuel Fowler,Midwest,Decoratives,Floral,California
SO378,Online,24,9,332.66,237.61,2993.94,2138.49,855.45,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO379,Online,17,3,632.33,451.66,1896.99,1354.98,542.01,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO380,Distributor,16,2,280.17,200.12,560.34,400.24,160.1,Anthony Berry,West,Drinkware,Stemware,California
SO381,Online,23,7,541.57,386.84,3790.99,2707.88,1083.11,Douglas Tucker,Midwest,Accessories,Accessories,California
SO382,Distributor,13,6,608.26,434.47,3649.56,2606.82,1042.74,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO383,In-Store,15,4,454.4,324.57,1817.6,1298.28,519.32,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO384,In-Store,22,4,495.57,353.98,1982.28,1415.92,566.36,Joe Price,Northeast,Drinkware,Wine Storage,California
SO385,Wholesale,8,4,474.77,339.12,1899.08,1356.48,542.6,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO386,In-Store,5,8,197.71,141.22,1581.68,1129.76,451.92,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO387,Distributor,23,10,638.2,455.86,6382,4558.6,1823.4,Douglas Tucker,Midwest,Accessories,Accessories,California
SO388,Wholesale,4,1,207.01,147.87,207.01,147.87,59.14,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO389,In-Store,25,7,176.12,125.8,1232.84,880.6,352.24,Patrick Graham,South,Electronics,TV and video,California
SO390,Wholesale,17,9,202.83,144.88,1825.47,1303.92,521.55,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO391,Wholesale,14,3,414.53,296.09,1243.59,888.27,355.32,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO392,Online,9,9,626.18,447.27,5635.62,4025.43,1610.19,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO393,Online,1,1,300.41,214.58,300.41,214.58,85.83,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO394,Wholesale,13,3,318.85,227.75,956.55,683.25,273.3,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO395,Wholesale,20,8,228.03,162.88,1824.24,1303.04,521.2,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO396,Online,18,6,325.2,232.28,1951.2,1393.68,557.52,Shawn Wallace,South,Sports,Basketball,California
SO397,In-Store,10,1,403.05,287.9,403.05,287.9,115.15,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO398,Online,18,4,533.09,380.78,2132.36,1523.12,609.24,Shawn Wallace,South,Sports,Basketball,California
SO399,Online,18,7,649.08,463.63,4543.56,3245.41,1298.15,Shawn Wallace,South,Sports,Basketball,California
SO400,In-Store,11,1,504.98,360.7,504.98,360.7,144.28,Joshua Little,South,Decoratives,Ornaments,Arizona
SO401,Distributor,20,3,169.12,120.8,507.36,362.4,144.96,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO402,In-Store,5,7,443.89,317.07,3107.23,2219.49,887.74,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO403,In-Store,17,2,408.95,292.11,817.9,584.22,233.68,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO404,Distributor,14,6,368.81,263.43,2212.86,1580.58,632.28,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO405,Distributor,18,9,266.59,190.42,2399.31,1713.78,685.53,Shawn Wallace,South,Sports,Basketball,California
SO406,In-Store,20,10,207.85,148.47,2078.5,1484.7,593.8,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO407,Wholesale,7,9,572.17,408.69,5149.53,3678.21,1471.32,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO408,Online,23,4,637.14,455.1,2548.56,1820.4,728.16,Douglas Tucker,Midwest,Accessories,Accessories,California
SO409,In-Store,8,6,318.91,227.79,1913.46,1366.74,546.72,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO410,Online,6,7,610.25,435.9,4271.75,3051.3,1220.45,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO411,Online,6,1,317.18,226.56,317.18,226.56,90.62,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO412,Wholesale,7,1,173.7,124.07,173.7,124.07,49.63,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO413,Wholesale,17,7,509.68,364.06,3567.76,2548.42,1019.34,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO414,Wholesale,20,8,254.79,181.99,2038.32,1455.92,582.4,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO415,In-Store,25,9,357.23,255.16,3215.07,2296.44,918.63,Patrick Graham,South,Electronics,TV and video,California
SO416,In-Store,3,4,251.82,179.87,1007.28,719.48,287.8,Jerry Green,West,Lighting,Table Lamps,Alabama
